"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|BE","Actual Total Load [MW] - CTA|BE"
"05.01.2019 11:30 - 05.01.2019 11:45","10614","11118"
"05.01.2019 11:45 - 05.01.2019 12:00","10644","11129"
"05.01.2019 12:00 - 05.01.2019 12:15","10662","11204"
"05.01.2019 12:15 - 05.01.2019 12:30","10584","11061"
"05.01.2019 12:30 - 05.01.2019 12:45","10623","11123"
"05.01.2019 12:45 - 05.01.2019 13:00","10557","11111"
"05.01.2019 13:00 - 05.01.2019 13:15","10545","11149"
"05.01.2019 13:15 - 05.01.2019 13:30","10489","11002"
"05.01.2019 13:30 - 05.01.2019 13:45","10462","11034"
"05.01.2019 13:45 - 05.01.2019 14:00","10384","10896"
"05.01.2019 14:00 - 05.01.2019 14:15","10344","10972"
"05.01.2019 14:15 - 05.01.2019 14:30","10342","10899"
"05.01.2019 14:30 - 05.01.2019 14:45","10308","10775"
"05.01.2019 14:45 - 05.01.2019 15:00","10249","10717"
"05.01.2019 15:00 - 05.01.2019 15:15","10324","10710"
"05.01.2019 15:15 - 05.01.2019 15:30","10293","10825"
"05.01.2019 15:30 - 05.01.2019 15:45","10313","10792"
"05.01.2019 15:45 - 05.01.2019 16:00","10281","10690"
"05.01.2019 16:00 - 05.01.2019 16:15","10228","10739"
"05.01.2019 16:15 - 05.01.2019 16:30","10333","10728"
"05.01.2019 16:30 - 05.01.2019 16:45","10447","10867"
"05.01.2019 16:45 - 05.01.2019 17:00","10689","10903"
"05.01.2019 17:00 - 05.01.2019 17:15","10882","11086"
"05.01.2019 17:15 - 05.01.2019 17:30","10975","11158"
"05.01.2019 17:30 - 05.01.2019 17:45","11081","11396"
"05.01.2019 17:45 - 05.01.2019 18:00","11121","11385"
"05.01.2019 18:00 - 05.01.2019 18:15","11195","11346"
"05.01.2019 18:15 - 05.01.2019 18:30","11105","11230"
"05.01.2019 18:30 - 05.01.2019 18:45","11041","11218"
"05.01.2019 18:45 - 05.01.2019 19:00","10939","11184"
"05.01.2019 19:00 - 05.01.2019 19:15","10911","11085"
"05.01.2019 19:15 - 05.01.2019 19:30","10715","11004"
"05.01.2019 19:30 - 05.01.2019 19:45","10629","10970"
"05.01.2019 19:45 - 05.01.2019 20:00","10528","10825"
"05.01.2019 20:00 - 05.01.2019 20:15","10375","10563"
"05.01.2019 20:15 - 05.01.2019 20:30","10279","10507"
"05.01.2019 20:30 - 05.01.2019 20:45","10182","10454"
"05.01.2019 20:45 - 05.01.2019 21:00","10078","10350"
"05.01.2019 21:00 - 05.01.2019 21:15","10027","10138"
"05.01.2019 21:15 - 05.01.2019 21:30","9833","10054"
"05.01.2019 21:30 - 05.01.2019 21:45","9763","9970"
"05.01.2019 21:45 - 05.01.2019 22:00","9768","9803"
"05.01.2019 22:00 - 05.01.2019 22:15","9752","9965"
"05.01.2019 22:15 - 05.01.2019 22:30","9880","10115"
"05.01.2019 22:30 - 05.01.2019 22:45","9962","10126"
"05.01.2019 22:45 - 05.01.2019 23:00","9991","10081"
"05.01.2019 23:00 - 05.01.2019 23:15","10101","10188"
"05.01.2019 23:15 - 05.01.2019 23:30","10000","10186"
"05.01.2019 23:30 - 05.01.2019 23:45","9971","10156"
"05.01.2019 23:45 - 06.01.2019 00:00","9815","10035"
"06.01.2019 00:00 - 06.01.2019 00:15","10255","9899"
"06.01.2019 00:15 - 06.01.2019 00:30","10172","9800"
"06.01.2019 00:30 - 06.01.2019 00:45","10041","9576"
"06.01.2019 00:45 - 06.01.2019 01:00","9889","9545"
"06.01.2019 01:00 - 06.01.2019 01:15","9081","9427"
"06.01.2019 01:15 - 06.01.2019 01:30","8963","9292"
"06.01.2019 01:30 - 06.01.2019 01:45","8860","9159"
"06.01.2019 01:45 - 06.01.2019 02:00","8729","9118"
"06.01.2019 02:00 - 06.01.2019 02:15","8561","9153"
"06.01.2019 02:15 - 06.01.2019 02:30","8507","9024"
"06.01.2019 02:30 - 06.01.2019 02:45","8462","8885"
"06.01.2019 02:45 - 06.01.2019 03:00","8366","8858"
"06.01.2019 03:00 - 06.01.2019 03:15","8240","8807"
"06.01.2019 03:15 - 06.01.2019 03:30","8194","8748"
"06.01.2019 03:30 - 06.01.2019 03:45","8140","8684"
"06.01.2019 03:45 - 06.01.2019 04:00","8126","8650"
"06.01.2019 04:00 - 06.01.2019 04:15","8074","8609"
"06.01.2019 04:15 - 06.01.2019 04:30","8045","8648"
"06.01.2019 04:30 - 06.01.2019 04:45","8065","8556"
"06.01.2019 04:45 - 06.01.2019 05:00","8041","8497"
"06.01.2019 05:00 - 06.01.2019 05:15","8055","8589"
"06.01.2019 05:15 - 06.01.2019 05:30","8090","8621"
"06.01.2019 05:30 - 06.01.2019 05:45","8113","8632"
"06.01.2019 05:45 - 06.01.2019 06:00","8138","8637"
"06.01.2019 06:00 - 06.01.2019 06:15","8192","8782"
"06.01.2019 06:15 - 06.01.2019 06:30","8236","8717"
"06.01.2019 06:30 - 06.01.2019 06:45","8358","8877"
"06.01.2019 06:45 - 06.01.2019 07:00","8369","8841"
"06.01.2019 07:00 - 06.01.2019 07:15","8284","8812"
"06.01.2019 07:15 - 06.01.2019 07:30","8323","8883"
"06.01.2019 07:30 - 06.01.2019 07:45","8453","8946"
"06.01.2019 07:45 - 06.01.2019 08:00","8557","9004"
"06.01.2019 08:00 - 06.01.2019 08:15","8649","9191"
"06.01.2019 08:15 - 06.01.2019 08:30","8770","9271"
"06.01.2019 08:30 - 06.01.2019 08:45","8761","9414"
"06.01.2019 08:45 - 06.01.2019 09:00","8824","9519"
"06.01.2019 09:00 - 06.01.2019 09:15","9013","9613"
"06.01.2019 09:15 - 06.01.2019 09:30","9183","9751"
"06.01.2019 09:30 - 06.01.2019 09:45","9349","9811"
"06.01.2019 09:45 - 06.01.2019 10:00","9463","10041"
"06.01.2019 10:00 - 06.01.2019 10:15","9675","10362"
"06.01.2019 10:15 - 06.01.2019 10:30","9772","10413"
"06.01.2019 10:30 - 06.01.2019 10:45","9812","10597"
"06.01.2019 10:45 - 06.01.2019 11:00","9870","10514"
"06.01.2019 11:00 - 06.01.2019 11:15","10009","10627"
"06.01.2019 11:15 - 06.01.2019 11:30","10079","10714"
"06.01.2019 11:30 - 06.01.2019 11:45","10178","10813"
"06.01.2019 11:45 - 06.01.2019 12:00","10267","10885"
"06.01.2019 12:00 - 06.01.2019 12:15","10299","10959"
"06.01.2019 12:15 - 06.01.2019 12:30","10282","10964"
"06.01.2019 12:30 - 06.01.2019 12:45","10342","10954"
"06.01.2019 12:45 - 06.01.2019 13:00","10285","10966"
"06.01.2019 13:00 - 06.01.2019 13:15","10214","10915"
"06.01.2019 13:15 - 06.01.2019 13:30","10143","10877"
"06.01.2019 13:30 - 06.01.2019 13:45","10076","10872"
"06.01.2019 13:45 - 06.01.2019 14:00","9990","10789"
"06.01.2019 14:00 - 06.01.2019 14:15","9935","10678"
"06.01.2019 14:15 - 06.01.2019 14:30","9855","10575"
"06.01.2019 14:30 - 06.01.2019 14:45","9782","10537"
"06.01.2019 14:45 - 06.01.2019 15:00","9729","10578"
"06.01.2019 15:00 - 06.01.2019 15:15","9889","10583"
"06.01.2019 15:15 - 06.01.2019 15:30","9817","10563"
"06.01.2019 15:30 - 06.01.2019 15:45","9733","10422"
"06.01.2019 15:45 - 06.01.2019 16:00","9744","10411"
"06.01.2019 16:00 - 06.01.2019 16:15","9705","10467"
"06.01.2019 16:15 - 06.01.2019 16:30","9792","10403"
"06.01.2019 16:30 - 06.01.2019 16:45","9891","10518"
"06.01.2019 16:45 - 06.01.2019 17:00","10087","10549"
"06.01.2019 17:00 - 06.01.2019 17:15","10500","10766"
"06.01.2019 17:15 - 06.01.2019 17:30","10606","11076"
"06.01.2019 17:30 - 06.01.2019 17:45","10668","11235"
"06.01.2019 17:45 - 06.01.2019 18:00","10732","11268"
"06.01.2019 18:00 - 06.01.2019 18:15","10957","11173"
"06.01.2019 18:15 - 06.01.2019 18:30","10921","11246"
"06.01.2019 18:30 - 06.01.2019 18:45","10860","11182"
"06.01.2019 18:45 - 06.01.2019 19:00","10866","11120"
"06.01.2019 19:00 - 06.01.2019 19:15","10816","11061"
"06.01.2019 19:15 - 06.01.2019 19:30","10803","11065"
"06.01.2019 19:30 - 06.01.2019 19:45","10713","11089"
"06.01.2019 19:45 - 06.01.2019 20:00","10537","10955"
"06.01.2019 20:00 - 06.01.2019 20:15","10527","10848"
"06.01.2019 20:15 - 06.01.2019 20:30","10442","10784"
"06.01.2019 20:30 - 06.01.2019 20:45","10285","10600"
"06.01.2019 20:45 - 06.01.2019 21:00","10222","10538"
"06.01.2019 21:00 - 06.01.2019 21:15","10076","10464"
"06.01.2019 21:15 - 06.01.2019 21:30","10009","10301"
"06.01.2019 21:30 - 06.01.2019 21:45","9920","10131"
"06.01.2019 21:45 - 06.01.2019 22:00","9845","10076"
"06.01.2019 22:00 - 06.01.2019 22:15","9982","10102"
"06.01.2019 22:15 - 06.01.2019 22:30","10040","10315"
"06.01.2019 22:30 - 06.01.2019 22:45","10032","10205"
"06.01.2019 22:45 - 06.01.2019 23:00","10029","10218"
"06.01.2019 23:00 - 06.01.2019 23:15","10149","10281"
"06.01.2019 23:15 - 06.01.2019 23:30","10086","10155"
"06.01.2019 23:30 - 06.01.2019 23:45","9946","10007"
"06.01.2019 23:45 - 07.01.2019 00:00","9788","9916"
"07.01.2019 00:00 - 07.01.2019 00:15","9552","9760"
"07.01.2019 00:15 - 07.01.2019 00:30","9472","9687"
"07.01.2019 00:30 - 07.01.2019 00:45","9311","9590"
"07.01.2019 00:45 - 07.01.2019 01:00","9179","9500"
"07.01.2019 01:00 - 07.01.2019 01:15","9383","9414"
"07.01.2019 01:15 - 07.01.2019 01:30","9279","9277"
"07.01.2019 01:30 - 07.01.2019 01:45","9138","9225"
"07.01.2019 01:45 - 07.01.2019 02:00","9043","9220"
"07.01.2019 02:00 - 07.01.2019 02:15","8979","9129"
"07.01.2019 02:15 - 07.01.2019 02:30","8903","9024"
"07.01.2019 02:30 - 07.01.2019 02:45","8859","8932"
"07.01.2019 02:45 - 07.01.2019 03:00","8814","8848"
"07.01.2019 03:00 - 07.01.2019 03:15","8745","8874"
"07.01.2019 03:15 - 07.01.2019 03:30","8666","8903"
"07.01.2019 03:30 - 07.01.2019 03:45","8647","8871"
"07.01.2019 03:45 - 07.01.2019 04:00","8640","8873"
"07.01.2019 04:00 - 07.01.2019 04:15","8744","8864"
"07.01.2019 04:15 - 07.01.2019 04:30","8733","8894"
"07.01.2019 04:30 - 07.01.2019 04:45","8775","8981"
"07.01.2019 04:45 - 07.01.2019 05:00","8864","9207"
"07.01.2019 05:00 - 07.01.2019 05:15","9199","9329"
"07.01.2019 05:15 - 07.01.2019 05:30","9264","9386"
"07.01.2019 05:30 - 07.01.2019 05:45","9391","9554"
"07.01.2019 05:45 - 07.01.2019 06:00","9572","9828"
"07.01.2019 06:00 - 07.01.2019 06:15","10314","10236"
"07.01.2019 06:15 - 07.01.2019 06:30","10592","10671"
"07.01.2019 06:30 - 07.01.2019 06:45","10777","10930"
"07.01.2019 06:45 - 07.01.2019 07:00","10994","11238"
"07.01.2019 07:00 - 07.01.2019 07:15","11598","11532"
"07.01.2019 07:15 - 07.01.2019 07:30","11743","11750"
"07.01.2019 07:30 - 07.01.2019 07:45","11956","11909"
"07.01.2019 07:45 - 07.01.2019 08:00","12049","11965"
"07.01.2019 08:00 - 07.01.2019 08:15","12243","12334"
"07.01.2019 08:15 - 07.01.2019 08:30","12381","12486"
"07.01.2019 08:30 - 07.01.2019 08:45","12437","12529"
"07.01.2019 08:45 - 07.01.2019 09:00","12452","12382"
"07.01.2019 09:00 - 07.01.2019 09:15","12390","12293"
"07.01.2019 09:15 - 07.01.2019 09:30","12430","12317"
"07.01.2019 09:30 - 07.01.2019 09:45","12491","12377"
"07.01.2019 09:45 - 07.01.2019 10:00","12511","12409"
"07.01.2019 10:00 - 07.01.2019 10:15","12431","12419"
"07.01.2019 10:15 - 07.01.2019 10:30","12418","12311"
"07.01.2019 10:30 - 07.01.2019 10:45","12421","12343"
"07.01.2019 10:45 - 07.01.2019 11:00","12473","12372"
"07.01.2019 11:00 - 07.01.2019 11:15","12439","12396"
"07.01.2019 11:15 - 07.01.2019 11:30","12438","12545"
"07.01.2019 11:30 - 07.01.2019 11:45","12468","12538"
"07.01.2019 11:45 - 07.01.2019 12:00","12481","12545"
"07.01.2019 12:00 - 07.01.2019 12:15","12249","12384"
"07.01.2019 12:15 - 07.01.2019 12:30","12184","12275"
"07.01.2019 12:30 - 07.01.2019 12:45","12194","12213"
"07.01.2019 12:45 - 07.01.2019 13:00","12192","12238"
"07.01.2019 13:00 - 07.01.2019 13:15","12275","12299"
"07.01.2019 13:15 - 07.01.2019 13:30","12190","12359"
"07.01.2019 13:30 - 07.01.2019 13:45","12194","12342"
"07.01.2019 13:45 - 07.01.2019 14:00","12086","12195"
"07.01.2019 14:00 - 07.01.2019 14:15","12023","12182"
"07.01.2019 14:15 - 07.01.2019 14:30","11974","12132"
"07.01.2019 14:30 - 07.01.2019 14:45","12019","12146"
"07.01.2019 14:45 - 07.01.2019 15:00","12003","12078"
"07.01.2019 15:00 - 07.01.2019 15:15","12016","11975"
"07.01.2019 15:15 - 07.01.2019 15:30","12028","11927"
"07.01.2019 15:30 - 07.01.2019 15:45","12031","11984"
"07.01.2019 15:45 - 07.01.2019 16:00","12017","12082"
"07.01.2019 16:00 - 07.01.2019 16:15","11974","11957"
"07.01.2019 16:15 - 07.01.2019 16:30","12041","12027"
"07.01.2019 16:30 - 07.01.2019 16:45","12183","12037"
"07.01.2019 16:45 - 07.01.2019 17:00","12463","12269"
"07.01.2019 17:00 - 07.01.2019 17:15","12763","12351"
"07.01.2019 17:15 - 07.01.2019 17:30","12792","12566"
"07.01.2019 17:30 - 07.01.2019 17:45","12881","12726"
"07.01.2019 17:45 - 07.01.2019 18:00","12896","12826"
"07.01.2019 18:00 - 07.01.2019 18:15","13002","12723"
"07.01.2019 18:15 - 07.01.2019 18:30","12886","12566"
"07.01.2019 18:30 - 07.01.2019 18:45","12777","12435"
"07.01.2019 18:45 - 07.01.2019 19:00","12662","12376"
"07.01.2019 19:00 - 07.01.2019 19:15","12468","12235"
"07.01.2019 19:15 - 07.01.2019 19:30","12330","11933"
"07.01.2019 19:30 - 07.01.2019 19:45","12210","11903"
"07.01.2019 19:45 - 07.01.2019 20:00","12025","11728"
"07.01.2019 20:00 - 07.01.2019 20:15","11848","11601"
"07.01.2019 20:15 - 07.01.2019 20:30","11722","11487"
"07.01.2019 20:30 - 07.01.2019 20:45","11660","11278"
"07.01.2019 20:45 - 07.01.2019 21:00","11546","11030"
"07.01.2019 21:00 - 07.01.2019 21:15","11245","10936"
"07.01.2019 21:15 - 07.01.2019 21:30","11162","10848"
"07.01.2019 21:30 - 07.01.2019 21:45","11063","10723"
"07.01.2019 21:45 - 07.01.2019 22:00","10881","10470"
"07.01.2019 22:00 - 07.01.2019 22:15","10939","10672"
"07.01.2019 22:15 - 07.01.2019 22:30","11163","10663"
"07.01.2019 22:30 - 07.01.2019 22:45","11155","10850"
"07.01.2019 22:45 - 07.01.2019 23:00","11117","10723"
"07.01.2019 23:00 - 07.01.2019 23:15","11127","10746"
"07.01.2019 23:15 - 07.01.2019 23:30","11037","10678"
"07.01.2019 23:30 - 07.01.2019 23:45","10921","10567"
"07.01.2019 23:45 - 08.01.2019 00:00","10764","10343"
"08.01.2019 00:00 - 08.01.2019 00:15","10642","10157"
"08.01.2019 00:15 - 08.01.2019 00:30","10547","10034"
"08.01.2019 00:30 - 08.01.2019 00:45","10400","9777"
"08.01.2019 00:45 - 08.01.2019 01:00","10237","9744"
"08.01.2019 01:00 - 08.01.2019 01:15","10264","9514"
"08.01.2019 01:15 - 08.01.2019 01:30","10117","9386"
"08.01.2019 01:30 - 08.01.2019 01:45","9996","9304"
"08.01.2019 01:45 - 08.01.2019 02:00","9872","9182"
"08.01.2019 02:00 - 08.01.2019 02:15","9820","9186"
"08.01.2019 02:15 - 08.01.2019 02:30","9727","9055"
"08.01.2019 02:30 - 08.01.2019 02:45","9657","9141"
"08.01.2019 02:45 - 08.01.2019 03:00","9605","9091"
"08.01.2019 03:00 - 08.01.2019 03:15","9582","8980"
"08.01.2019 03:15 - 08.01.2019 03:30","9504","8953"
"08.01.2019 03:30 - 08.01.2019 03:45","9460","8983"
"08.01.2019 03:45 - 08.01.2019 04:00","9443","8993"
"08.01.2019 04:00 - 08.01.2019 04:15","9597","9050"
"08.01.2019 04:15 - 08.01.2019 04:30","9599","9072"
"08.01.2019 04:30 - 08.01.2019 04:45","9607","9103"
"08.01.2019 04:45 - 08.01.2019 05:00","9604","9285"
"08.01.2019 05:00 - 08.01.2019 05:15","9995","9411"
"08.01.2019 05:15 - 08.01.2019 05:30","10007","9608"
"08.01.2019 05:30 - 08.01.2019 05:45","10051","9647"
"08.01.2019 05:45 - 08.01.2019 06:00","10104","9966"
"08.01.2019 06:00 - 08.01.2019 06:15","10938","10349"
"08.01.2019 06:15 - 08.01.2019 06:30","11073","10625"
"08.01.2019 06:30 - 08.01.2019 06:45","11195","10949"
"08.01.2019 06:45 - 08.01.2019 07:00","11282","11162"
"08.01.2019 07:00 - 08.01.2019 07:15","11911","11364"
"08.01.2019 07:15 - 08.01.2019 07:30","12010","11531"
"08.01.2019 07:30 - 08.01.2019 07:45","12122","11850"
"08.01.2019 07:45 - 08.01.2019 08:00","12174","11795"
"08.01.2019 08:00 - 08.01.2019 08:15","12313","11952"
"08.01.2019 08:15 - 08.01.2019 08:30","12461","12047"
"08.01.2019 08:30 - 08.01.2019 08:45","12537","12053"
"08.01.2019 08:45 - 08.01.2019 09:00","12568","11935"
"08.01.2019 09:00 - 08.01.2019 09:15","12291","11981"
"08.01.2019 09:15 - 08.01.2019 09:30","12403","11986"
"08.01.2019 09:30 - 08.01.2019 09:45","12485","12030"
"08.01.2019 09:45 - 08.01.2019 10:00","12595","12026"
"08.01.2019 10:00 - 08.01.2019 10:15","12189","11912"
"08.01.2019 10:15 - 08.01.2019 10:30","12298","12062"
"08.01.2019 10:30 - 08.01.2019 10:45","12372","12007"
"08.01.2019 10:45 - 08.01.2019 11:00","12437","11987"
"08.01.2019 11:00 - 08.01.2019 11:15","12230","12010"
"08.01.2019 11:15 - 08.01.2019 11:30","12300","11989"
"08.01.2019 11:30 - 08.01.2019 11:45","12387","12003"
"08.01.2019 11:45 - 08.01.2019 12:00","12394","12030"
"08.01.2019 12:00 - 08.01.2019 12:15","12093","11763"
"08.01.2019 12:15 - 08.01.2019 12:30","12057","11505"
"08.01.2019 12:30 - 08.01.2019 12:45","12082","11669"
"08.01.2019 12:45 - 08.01.2019 13:00","12071","11706"
"08.01.2019 13:00 - 08.01.2019 13:15","12138","11779"
"08.01.2019 13:15 - 08.01.2019 13:30","12097","11712"
"08.01.2019 13:30 - 08.01.2019 13:45","12074","11774"
"08.01.2019 13:45 - 08.01.2019 14:00","11990","11730"
"08.01.2019 14:00 - 08.01.2019 14:15","11987","11804"
"08.01.2019 14:15 - 08.01.2019 14:30","11974","11768"
"08.01.2019 14:30 - 08.01.2019 14:45","11965","11689"
"08.01.2019 14:45 - 08.01.2019 15:00","11945","11731"
"08.01.2019 15:00 - 08.01.2019 15:15","12078","11672"
"08.01.2019 15:15 - 08.01.2019 15:30","12048","11750"
"08.01.2019 15:30 - 08.01.2019 15:45","11981","11617"
"08.01.2019 15:45 - 08.01.2019 16:00","11995","11613"
"08.01.2019 16:00 - 08.01.2019 16:15","11940","11682"
"08.01.2019 16:15 - 08.01.2019 16:30","12020","11642"
"08.01.2019 16:30 - 08.01.2019 16:45","12063","11672"
"08.01.2019 16:45 - 08.01.2019 17:00","12241","11848"
"08.01.2019 17:00 - 08.01.2019 17:15","12493","12041"
"08.01.2019 17:15 - 08.01.2019 17:30","12644","12392"
"08.01.2019 17:30 - 08.01.2019 17:45","12788","12600"
"08.01.2019 17:45 - 08.01.2019 18:00","12852","12638"
"08.01.2019 18:00 - 08.01.2019 18:15","12884","12600"
"08.01.2019 18:15 - 08.01.2019 18:30","12861","12533"
"08.01.2019 18:30 - 08.01.2019 18:45","12839","12558"
"08.01.2019 18:45 - 08.01.2019 19:00","12747","12483"
"08.01.2019 19:00 - 08.01.2019 19:15","12430","12321"
"08.01.2019 19:15 - 08.01.2019 19:30","12372","12078"
"08.01.2019 19:30 - 08.01.2019 19:45","12289","12134"
"08.01.2019 19:45 - 08.01.2019 20:00","12138","11904"
"08.01.2019 20:00 - 08.01.2019 20:15","11836","11759"
"08.01.2019 20:15 - 08.01.2019 20:30","11812","11610"
"08.01.2019 20:30 - 08.01.2019 20:45","11777","11396"
"08.01.2019 20:45 - 08.01.2019 21:00","11644","11352"
"08.01.2019 21:00 - 08.01.2019 21:15","11278","11090"
"08.01.2019 21:15 - 08.01.2019 21:30","11256","10920"
"08.01.2019 21:30 - 08.01.2019 21:45","11146","10745"
"08.01.2019 21:45 - 08.01.2019 22:00","10983","10694"
"08.01.2019 22:00 - 08.01.2019 22:15","11135","10942"
"08.01.2019 22:15 - 08.01.2019 22:30","11269","10967"
"08.01.2019 22:30 - 08.01.2019 22:45","11295","10845"
"08.01.2019 22:45 - 08.01.2019 23:00","11224","10854"
"08.01.2019 23:00 - 08.01.2019 23:15","11341","10922"
"08.01.2019 23:15 - 08.01.2019 23:30","11230","10901"
"08.01.2019 23:30 - 08.01.2019 23:45","11082","10734"
"08.01.2019 23:45 - 09.01.2019 00:00","10944","10516"
"09.01.2019 00:00 - 09.01.2019 00:15","10535","10411"
"09.01.2019 00:15 - 09.01.2019 00:30","10411","10286"
"09.01.2019 00:30 - 09.01.2019 00:45","10303","10198"
"09.01.2019 00:45 - 09.01.2019 01:00","10153","9946"
"09.01.2019 01:00 - 09.01.2019 01:15","9978","9864"
"09.01.2019 01:15 - 09.01.2019 01:30","9838","9801"
"09.01.2019 01:30 - 09.01.2019 01:45","9718","9688"
"09.01.2019 01:45 - 09.01.2019 02:00","9597","9657"
"09.01.2019 02:00 - 09.01.2019 02:15","9582","9584"
"09.01.2019 02:15 - 09.01.2019 02:30","9490","9536"
"09.01.2019 02:30 - 09.01.2019 02:45","9421","9458"
"09.01.2019 02:45 - 09.01.2019 03:00","9372","9288"
"09.01.2019 03:00 - 09.01.2019 03:15","9356","9245"
"09.01.2019 03:15 - 09.01.2019 03:30","9279","9214"
"09.01.2019 03:30 - 09.01.2019 03:45","9235","9283"
"09.01.2019 03:45 - 09.01.2019 04:00","9218","9257"
"09.01.2019 04:00 - 09.01.2019 04:15","9293","9150"
"09.01.2019 04:15 - 09.01.2019 04:30","9296","9143"
"09.01.2019 04:30 - 09.01.2019 04:45","9302","9302"
"09.01.2019 04:45 - 09.01.2019 05:00","9299","9387"
"09.01.2019 05:00 - 09.01.2019 05:15","9693","9651"
"09.01.2019 05:15 - 09.01.2019 05:30","9702","9866"
"09.01.2019 05:30 - 09.01.2019 05:45","9741","9972"
"09.01.2019 05:45 - 09.01.2019 06:00","9790","10105"
"09.01.2019 06:00 - 09.01.2019 06:15","10696","10499"
"09.01.2019 06:15 - 09.01.2019 06:30","10824","10849"
"09.01.2019 06:30 - 09.01.2019 06:45","10939","11145"
"09.01.2019 06:45 - 09.01.2019 07:00","11017","11413"
"09.01.2019 07:00 - 09.01.2019 07:15","11711","11725"
"09.01.2019 07:15 - 09.01.2019 07:30","11807","11841"
"09.01.2019 07:30 - 09.01.2019 07:45","11914","12017"
"09.01.2019 07:45 - 09.01.2019 08:00","11962","12059"
"09.01.2019 08:00 - 09.01.2019 08:15","12107","12076"
"09.01.2019 08:15 - 09.01.2019 08:30","12253","12257"
"09.01.2019 08:30 - 09.01.2019 08:45","12330","12364"
"09.01.2019 08:45 - 09.01.2019 09:00","12364","12288"
"09.01.2019 09:00 - 09.01.2019 09:15","12181","12347"
"09.01.2019 09:15 - 09.01.2019 09:30","12293","12508"
"09.01.2019 09:30 - 09.01.2019 09:45","12375","12560"
"09.01.2019 09:45 - 09.01.2019 10:00","12487","12537"
"09.01.2019 10:00 - 09.01.2019 10:15","12139","12591"
"09.01.2019 10:15 - 09.01.2019 10:30","12253","12535"
"09.01.2019 10:30 - 09.01.2019 10:45","12330","12414"
"09.01.2019 10:45 - 09.01.2019 11:00","12397","12483"
"09.01.2019 11:00 - 09.01.2019 11:15","12216","12470"
"09.01.2019 11:15 - 09.01.2019 11:30","12287","12497"
"09.01.2019 11:30 - 09.01.2019 11:45","12375","12550"
"09.01.2019 11:45 - 09.01.2019 12:00","12384","12396"
"09.01.2019 12:00 - 09.01.2019 12:15","12072","12316"
"09.01.2019 12:15 - 09.01.2019 12:30","12035","12060"
"09.01.2019 12:30 - 09.01.2019 12:45","12061","11833"
"09.01.2019 12:45 - 09.01.2019 13:00","12051","11901"
"09.01.2019 13:00 - 09.01.2019 13:15","12091","11988"
"09.01.2019 13:15 - 09.01.2019 13:30","12050","11986"
"09.01.2019 13:30 - 09.01.2019 13:45","12028","11916"
"09.01.2019 13:45 - 09.01.2019 14:00","11942","12010"
"09.01.2019 14:00 - 09.01.2019 14:15","11959","11494"
"09.01.2019 14:15 - 09.01.2019 14:30","11947","11563"
"09.01.2019 14:30 - 09.01.2019 14:45","11937","11656"
"09.01.2019 14:45 - 09.01.2019 15:00","11919","11604"
"09.01.2019 15:00 - 09.01.2019 15:15","12015","11725"
"09.01.2019 15:15 - 09.01.2019 15:30","11986","11778"
"09.01.2019 15:30 - 09.01.2019 15:45","11918","11744"
"09.01.2019 15:45 - 09.01.2019 16:00","11931","11674"
"09.01.2019 16:00 - 09.01.2019 16:15","11862","11559"
"09.01.2019 16:15 - 09.01.2019 16:30","11943","11646"
"09.01.2019 16:30 - 09.01.2019 16:45","11987","11736"
"09.01.2019 16:45 - 09.01.2019 17:00","12163","11934"
"09.01.2019 17:00 - 09.01.2019 17:15","12386","12204"
"09.01.2019 17:15 - 09.01.2019 17:30","12529","12467"
"09.01.2019 17:30 - 09.01.2019 17:45","12672","12803"
"09.01.2019 17:45 - 09.01.2019 18:00","12736","13013"
"09.01.2019 18:00 - 09.01.2019 18:15","12777","13040"
"09.01.2019 18:15 - 09.01.2019 18:30","12754","12856"
"09.01.2019 18:30 - 09.01.2019 18:45","12733","12775"
"09.01.2019 18:45 - 09.01.2019 19:00","12643","12658"
